elapsed_s,cpu_percent,rss_mb
7.680000635446049e-07,0.0,360.370176
0.25141738599995733,0.0,360.370176
0.5044508259998111,55.3,360.370176
0.7558924899994963,79.5,360.370176
1.0073757189993557,83.5,360.370176
1.2588375659997837,79.5,360.370176
1.5103005459995984,79.5,360.370176
1.7618507749994023,83.5,360.370176
2.0134196969993354,79.5,360.370176
2.264969148000091,87.5,360.370176
2.516586811999332,83.5,360.370176
2.768029516999377,71.6,360.370176
3.0194968099995094,83.5,360.370176
3.2709601910000856,71.6,360.370176
3.5224341059993094,83.5,360.370176
3.773882677000074,71.6,360.370176
4.024530186999982,83.8,360.370176
4.275974182000027,71.6,360.370176
4.52741492899986,83.5,360.370176
4.7790149789998395,79.5,360.370176
5.030492850999508,95.4,360.370176
5.281969423999726,83.5,360.370176
5.533470562999355,83.5,360.370176
5.784917222999866,75.6,360.370176
6.036394222000126,79.5,360.370176
6.287908638999397,75.5,360.370176
6.539504818999376,75.5,360.370176
6.790966640000079,79.5,360.370176
7.042444042999705,15.9,360.370176
7.294090467999922,0.0,360.370176
7.545674646999942,0.0,360.370176
7.7971676329998445,0.0,360.370176
8.04867177199958,0.0,360.370176
8.300255548999303,0.0,360.370176
8.551916024999628,0.0,360.370176
8.803516794999268,0.0,360.370176
9.05508115900011,0.0,360.370176
9.30670453499988,0.0,360.370176
9.558272236999983,0.0,360.370176
9.809876278999582,0.0,360.370176
10.061388285999783,4.0,360.370176
10.312929622999945,0.0,360.370176
10.564448555000126,0.0,360.370176
10.81602343799932,0.0,360.370176
11.067691214999286,0.0,360.370176
11.319227238999702,0.0,360.370176
11.570912135000071,0.0,360.370176
11.82251371899929,0.0,360.370176
12.074031805999766,0.0,360.370176
12.325545757999862,0.0,360.370176
12.577104056999815,0.0,360.370176
12.828771537999273,0.0,360.370176
13.080295611999645,0.0,360.370176
13.331947552999736,0.0,360.370176
13.583513322999352,0.0,360.370176
13.835045795000042,0.0,360.370176
14.08673100299984,0.0,360.370176
14.338245823999387,0.0,360.370176
14.589775464999548,0.0,360.370176
14.841338532999544,0.0,360.370176
15.092858835999323,0.0,360.370176
15.344447736999427,0.0,360.370176
15.596134800999607,0.0,360.370176
15.847683773999961,0.0,360.370176
16.09920690599938,0.0,360.370176
16.35087509999994,0.0,360.370176
16.60246496899981,0.0,360.370176
16.854003194999677,0.0,360.370176
17.105634707999343,0.0,360.370176
17.357143002000157,0.0,360.370176
17.608630290999827,0.0,360.370176
17.86012896000011,0.0,360.370176
18.111707096999453,0.0,360.370176
18.363215512999886,0.0,360.370176
18.6147774129995,0.0,360.370176
18.866286571999808,4.0,360.370176
19.117848571999275,0.0,360.370176
19.369387755999924,0.0,360.370176
19.620975815999373,0.0,360.370176
19.872548629999983,0.0,360.370176
20.12413351699979,0.0,360.370176
20.375622218999524,0.0,360.370176
20.62719381199986,0.0,360.370176
20.878726986999936,0.0,360.370176
21.130218751999564,0.0,360.370176
21.381723914999384,0.0,360.370176
21.633280628999273,0.0,360.370176
21.884864402999483,0.0,360.370176
22.13649903299938,0.0,360.370176
22.388066501999674,0.0,360.370176
22.63961472899973,0.0,360.370176
22.8902001689994,0.0,360.370176
23.141777847999947,0.0,360.370176
23.393284193,0.0,360.370176
23.644835059999423,0.0,360.370176
23.89633901199977,0.0,360.370176
24.148029389999465,0.0,360.370176
24.39963068399993,0.0,360.370176
24.651201554999716,0.0,360.370176
24.902732054999433,0.0,360.370176
25.154284190999533,0.0,360.370176
25.40580045399929,0.0,360.370176
25.657332416999452,0.0,360.370176
25.908907217999513,0.0,360.370176
26.160463200999402,0.0,360.370176
26.41198963199986,0.0,360.370176
26.663489376999678,0.0,360.370176
26.91507390100014,0.0,360.370176
27.16666432999955,0.0,360.370176
27.418249396999272,0.0,360.370176
27.669821482999396,0.0,360.370176
27.921348670999578,0.0,360.370176
28.17293527899983,0.0,360.370176
28.424460127999737,4.0,360.370176
28.675972052999896,0.0,360.370176
28.92753370599985,0.0,360.370176
29.17903785499948,0.0,360.370176
29.430632096999943,0.0,360.370176
29.68213734099936,0.0,360.370176
29.93369454399999,0.0,360.370176
